# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 6.676771685799326,3.2195499617242307,0.6692623556756356,172.72106530255954,2.8274545372177697,3.0000000000000786,-0.1737571271272549,-179.91123275781598,-28.22122484191222,-0.19865801061682378
 6.682386625273371,3.203760648593682,0.6713235093192211,172.5626048331888,2.844299355639904,3.0,-0.17612284068390135,-179.91234821052163,-28.776425470258562,-0.19966137995983219
 6.68797246547418,3.1879659528169997,0.6734304486030033,172.40186431896143,2.861056876242331,2.999999999999841,-0.1785537484642716,-179.91346348708436,-29.346050091565612,-0.20064576835099437
 6.693529145357449,3.172167718075339,0.6755836401036222,172.23879771276424,2.877726915892136,3.0,-0.181051713786881,-179.91457841138902,-29.930557682640618,-0.20161088980323527
 6.699056604654501,3.1563677880498555,0.6777835503977174,172.07335777343536,2.894309293783293,2.9999999999998392,-0.18361866930207435,-179.91569280737625,-30.530423859628367,-0.20255645481993312
 6.7045547838889235,3.140568006421705,0.6800306460619294,171.90549603095224,2.910803831486559,2.999999999999919,-0.18625661969550106,-179.91680649906993,-31.146141533970912,-0.2034821703288075
 6.710023624394888,3.1247702168720415,0.6823253936728978,171.73516275052674,2.9272103530044546,3.0000000000001625,-0.18896764407400218,-179.91791931060527,-31.778221601878283,-0.2043877394244394
 6.715463068337201,3.108976263082022,0.6846682598072629,171.56230689553695,2.943528684831393,2.9999999999998366,-0.19175389892385808,-179.91903106625637,-32.427193651058204,-0.20527286123759844
 6.720873058733088,3.0931879887328013,0.6870597110416642,171.38687608931914,2.959758656019052,2.999999999999918,-0.1946176209909989,-179.9201415904642,-33.09360670657406,-0.20613723065608053
 6.726253539475756,3.077407237505535,0.6895002139527422,171.20881657572897,2.975900098247058,3.0000000000000826,-0.19756113012925378,-179.9212507078641,-33.77802999404613,-0.2069805381785168
 6.731604455359769,3.0616358530813774,0.6919902351171365,171.02807317850318,2.9919528458990965,2.999999999999917,-0.20058683259979515,-179.9223582433135,-34.48105374358417,-0.2078024696925025
 6.736925752108255,3.045875679141486,0.6945302411114873,170.84458925933308,3.007916736144554,3.0000000000000835,-0.2036972238418505,-179.9234640219198,-35.20329001482584,-0.20860270621134253
 6.74221737640201,3.030128559367014,0.6971206985124344,170.6583066746705,3.0237916090258197,3.000000000000084,-0.2068948924559389,-179.92456786906774,-35.86074694976446,-0.208887975700406
 6.74749169329627,3.014396337439118,0.6997620738966179,170.4691657311926,3.0253022474336024,0.2864140395937774,-0.21018252303664392,-179.925669610447,-36.34599843380251,-0.20806470772510802
 6.752775922634743,2.9986808570389534,0.7024548338406778,170.27710513993262,3.0094495594181847,-3.000000000000168,-0.21356290005768477,-179.92676907207985,-36.737871329619,-0.2066298883249167
 6.758084971957842,2.9829839618476752,0.705199444921254,170.08206196901799,2.993522411448885,-3.0,-0.217038911634717,-179.9278660803486,-37.13906009133214,-0.205180625092069
 6.7634187195950135,2.967307495546439,0.7079963737149864,169.8839715950091,2.9775211685373715,-3.000000000000083,-0.2206135530559073,-179.92896046202287,-37.54977357776327,-0.2037170167548571
 6.76877704597209,2.9516533018164,0.7108460867985151,169.6827676527941,2.9614461894061415,-3.0,-0.2242899309674784,-179.9300520442872,-37.97022622498942,-0.2022391612740752
 6.774159833726619,2.9360232243387143,0.7137490507484802,169.4783819840335,2.945297826142554,-3.0,-0.22807126748726608,-179.931140654768,-38.40063810328154,-0.2007471559043627
 6.7795669678311885,2.9204191067945366,0.7167057321415213,169.27074458410806,2.9290764238288456,-3.0000000000001643,-0.23196090428558572,-179.9322261215611,-38.84123496299502,-0.19924109703260648
 6.784998335725259,2.904842792865023,0.7197165975542786,169.059783547564,2.912782320146635,-2.9999999999998366,-0.23596230699314696,-179.9333082732587,-39.29224827235892,-0.19772108015487339
 6.790453827456033,2.889296126231328,0.7227821135633923,168.8454250120306,2.896415844954314,-2.9999999999999187,-0.24007906973288026,-179.93438693897647,-39.753915244767455,-0.1961871998421545
 6.795933335828926,2.8737809505746075,0.725902746745502,168.6275931005916,2.8799773198356338,-3.0,-0.24431491973687805,-179.93546194838066,-40.2264788545225,-0.19463954962858473
 6.801436756568252,2.858299109576017,0.7290789636772477,168.40620986259358,2.8634670576176564,-2.999999999999839,-0.2486737219849255,-179.93653313171478,-40.71018783851516,-0.19307822199948954
 6.806963988488758,2.842852446916712,0.7323112309352697,168.18119521288276,2.8468853618561387,-3.0000000000000804,-0.2531594842266943,-179.93760031982657,-41.20529667968342,-0.19150330830197942
 6.812514933678713,2.827442806277847,0.7356000150962076,167.95246686947797,2.830232526286273,-3.00000000000008,-0.2577763619935186,-179.93866334419465,-41.71206558033279,-0.18991489870359157
 6.818089497695281,2.8120720313405787,0.7389457827367016,167.71994028963718,2.813508834236568,-3.000000000000239,-0.2625286635177069,-179.93972203695517,-42.23076040566289,-0.1883130821058127
 6.823687589772969,2.7967419657860613,0.7423490004333918,167.4835286043755,2.7967145580035053,-2.9999999999999205,-0.2674208552646124,-179.94077623092824,-42.76165261338498,-0.18669794613608404
 6.82930912304599,2.781454453295451,0.7458101347629178,167.24314255139996,2.7798499581844416,-3.000000000000158,-0.2724575669315051,-179.94182575964444,-43.30501915441771,-0.18506957701910481
 6.834954014785456,2.766211337549903,0.7493296523019197,166.99869040649776,2.762915282966043,-2.999999999999843,-0.2776435972919258,-179.942870457371,-43.86114234648037,-0.18342805960825065
 6.840622186652347,2.7510144622305726,0.7529080196270378,166.75007791339976,2.7459107673653715,-3.0,-0.2829839193439424,-179.94391015913806,-44.43030971609848,-0.18177347723207035
 6.8463135649673,2.7358656710186158,0.7565457033149117,166.4972082121549,2.7288366324205113,-3.000000000000078,-0.28848368619425463,-179.9449447007646,-45.01281380845086,-0.1801059117506066
 6.852028080998327,2.7207668075951874,0.7602431699421814,166.23998176604488,2.7116930843274303,-3.0,-0.29414823650816857,-179.9459739188846,-45.60895195526468,-0.17842544340933442
 6.85776567126763,2.7057197156414423,0.7640008860854872,165.97829628711327,2.6944803135195214,-3.000000000000155,-0.2999831003106204,-179.9469976509725,-46.21902600271413,-0.17673215086223396
